difficulty,frontendQuestionId,title,category,acceptance_rate,topics
Easy,2480,Form a Chemical Bond,Database,78.88717553,['Database']
Easy,2481,Minimum Cuts to Divide a Circle,Algorithms,54.98668665,"['Math', 'Geometry']"
Medium,2482,Difference Between Ones and Zeros in Row and Column,Algorithms,84.27710918,"['Array', 'Matrix', 'Simulation']"
Medium,2483,Minimum Penalty for a Shop,Algorithms,67.55268435,"['String', 'Prefix Sum']"
Hard,2484,Count Palindromic Subsequences,Algorithms,39.25881681,"['String', 'Dynamic Programming']"
Easy,2485,Find the Pivot Integer,Algorithms,83.73651767,"['Math', 'Prefix Sum']"
Medium,2486,Append Characters to String to Make Subsequence,Algorithms,72.98418638,"['Two Pointers', 'String', 'Greedy']"
Medium,2487,Remove Nodes From Linked List,Algorithms,74.31073428,"['Linked List', 'Stack', 'Recursion', 'Monotonic Stack']"
Hard,2488,Count Subarrays With Median K,Algorithms,45.19075283,"['Array', 'Hash Table', 'Prefix Sum']"
Medium,2489,Number of Substrings With Fixed Ratio,Algorithms,55.6,"['Hash Table', 'Math', 'String', 'Prefix Sum']"
Easy,2490,Circular Sentence,Algorithms,70.44481325,['String']
Medium,2491,Divide Players Into Teams of Equal Skill,Algorithms,68.94860966,"['Array', 'Hash Table', 'Two Pointers', 'Sorting']"
Medium,2492,Minimum Score of a Path Between Two Cities,Algorithms,57.71800072,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Hard,2493,Divide Nodes Into the Maximum Number of Groups,Algorithms,67.44155438,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Hard,2494,Merge Overlapping Events in the Same Hall,Database,34.8814774,['Database']
Medium,2495,Number of Subarrays Having Even Product,Algorithms,61.21308859,"['Array', 'Math', 'Dynamic Programming']"
Easy,2496,Maximum Value of a String in an Array,Algorithms,73.34406112,"['Array', 'String']"
Medium,2497,Maximum Star Sum of a Graph,Algorithms,40.75260711,"['Array', 'Greedy', 'Graph', 'Sorting', 'Heap (Priority Queue)']"
Medium,2498,Frog Jump II,Algorithms,62.08452199,"['Array', 'Binary Search', 'Greedy']"
Hard,2499,Minimum Total Cost to Make Arrays Unequal,Algorithms,40.38029645,"['Array', 'Hash Table', 'Greedy', 'Counting']"
Easy,2500,Delete Greatest Value in Each Row,Algorithms,78.90305968,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Matrix', 'Simulation']"
Medium,2501,Longest Square Streak in an Array,Algorithms,53.07696877,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Sorting']"
Medium,2502,Design Memory Allocator,Algorithms,48.29730813,"['Array', 'Hash Table', 'Design', 'Simulation']"
Hard,2503,Maximum Number of Points From Grid Queries,Algorithms,59.55605525,"['Array', 'Two Pointers', 'Breadth-First Search', 'Union Find', 'Sorting', 'Heap (Priority Queue)', 'Matrix']"
Easy,2504,Concatenate the Name and the Profession,Database,78.93318966,['Database']
Medium,2505,Bitwise OR of All Subsequence Sums,Algorithms,64.9273551,"['Array', 'Math', 'Bit Manipulation', 'Brainteaser']"
Easy,2506,Count Pairs Of Similar Strings,Algorithms,72.35903283,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Counting']"
Medium,2507,Smallest Value After Replacing With Sum of Prime Factors,Algorithms,48.9527538,"['Math', 'Simulation', 'Number Theory']"
Hard,2508,Add Edges to Make Degrees of All Nodes Even,Algorithms,33.38560483,"['Hash Table', 'Graph']"
Hard,2509,Cycle Length Queries in a Tree,Algorithms,58.03691703,"['Array', 'Tree', 'Binary Tree']"
Medium,2510,Check if There is a Path With Equal Number of 0's And 1's,Algorithms,51.22263186,"['Array', 'Dynamic Programming', 'Matrix']"
Easy,2511,Maximum Enemy Forts That Can Be Captured,Algorithms,39.93204094,"['Array', 'Two Pointers']"
Medium,2512,Reward Top K Students,Algorithms,45.8457027,"['Array', 'Hash Table', 'String', 'Sorting', 'Heap (Priority Queue)']"
Medium,2513,Minimize the Maximum of Two Arrays,Algorithms,31.19644821,"['Math', 'Binary Search', 'Number Theory']"
Hard,2514,Count Anagrams,Algorithms,35.05565107,"['Hash Table', 'Math', 'String', 'Combinatorics', 'Counting']"
Easy,2515,Shortest Distance to Target String in a Circular Array,Algorithms,50.1443857,"['Array', 'String']"
Medium,2516,Take K of Each Character From Left and Right,Algorithms,51.61508138,"['Hash Table', 'String', 'Sliding Window']"
Medium,2517,Maximum Tastiness of Candy Basket,Algorithms,65.84953317,"['Array', 'Binary Search', 'Greedy', 'Sorting']"
Hard,2518,Number of Great Partitions,Algorithms,32.25621634,"['Array', 'Dynamic Programming']"
Hard,2519,Count the Number of K-Big Indices,Algorithms,53.05887764,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
Easy,2520,Count the Digits That Divide a Number,Algorithms,85.71544685,['Math']
Medium,2521,Distinct Prime Factors of Product of Array,Algorithms,52.8109357,"['Array', 'Hash Table', 'Math', 'Number Theory']"
Medium,2522,Partition String Into Substrings With Values at Most K,Algorithms,46.53410183,"['String', 'Dynamic Programming', 'Greedy']"
Medium,2523,Closest Prime Numbers in Range,Algorithms,51.53425516,"['Math', 'Number Theory']"
Hard,2524,Maximum Frequency Score of a Subarray,Algorithms,35.05674653,"['Array', 'Hash Table', 'Math', 'Stack', 'Sliding Window']"
Easy,2525,Categorize Box According to Criteria,Algorithms,37.51719731,['Math']
Medium,2526,Find Consecutive Integers from a Data Stream,Algorithms,49.22298405,"['Hash Table', 'Design', 'Queue', 'Counting', 'Data Stream']"
Medium,2527,Find Xor-Beauty of Array,Algorithms,69.21978489,"['Array', 'Math', 'Bit Manipulation']"
Hard,2528,Maximize the Minimum Powered City,Algorithms,32.99822818,"['Array', 'Binary Search', 'Greedy', 'Queue', 'Sliding Window', 'Prefix Sum']"
Easy,2529,Maximum Count of Positive Integer and Negative Integer,Algorithms,74.48998632,"['Array', 'Binary Search', 'Counting']"
Medium,2530,Maximal Score After Applying K Operations,Algorithms,63.76717582,"['Array', 'Greedy', 'Heap (Priority Queue)']"
Medium,2531,Make Number of Distinct Characters Equal,Algorithms,26.90983324,"['Hash Table', 'String', 'Counting']"
Hard,2532,Time to Cross a Bridge,Algorithms,43.50889252,"['Array', 'Heap (Priority Queue)', 'Simulation']"
Medium,2533,Number of Good Binary Strings,Algorithms,52.50618116,['Dynamic Programming']
Hard,2534,Time Taken to Cross the Door,Algorithms,49.2113314,"['Array', 'Queue', 'Simulation']"
Easy,2535,Difference Between Element Sum and Digit Sum of an Array,Algorithms,84.80220975,"['Array', 'Math']"
Medium,2536,Increment Submatrices by One,Algorithms,51.54124035,"['Array', 'Matrix', 'Prefix Sum']"
Medium,2537,Count the Number of Good Subarrays,Algorithms,66.04844322,"['Array', 'Hash Table', 'Sliding Window']"
Hard,2538,Difference Between Maximum and Minimum Price Sum,Algorithms,31.66672482,"['Array', 'Dynamic Programming', 'Tree', 'Depth-First Search']"
Medium,2539,Count the Number of Good Subsequences,Algorithms,50.77767612,"['Hash Table', 'Math', 'String', 'Combinatorics', 'Counting']"
Easy,2540,Minimum Common Value,Algorithms,58.20772906,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search']"
Medium,2541,Minimum Operations to Make Array Equal II,Algorithms,32.34669886,"['Array', 'Math', 'Greedy']"
Medium,2542,Maximum Subsequence Score,Algorithms,54.24468528,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
Hard,2543,Check if Point Is Reachable,Algorithms,43.21841214,"['Math', 'Number Theory']"
Easy,2544,Alternating Digit Sum,Algorithms,68.39362991,['Math']
Medium,2545,Sort the Students by Their Kth Score,Algorithms,85.60795156,"['Array', 'Sorting', 'Matrix']"
Medium,2546,Apply Bitwise Operations to Make Strings Equal,Algorithms,41.59543021,"['String', 'Bit Manipulation']"
Hard,2547,Minimum Cost to Split an Array,Algorithms,42.02626642,"['Array', 'Hash Table', 'Dynamic Programming', 'Counting']"
Medium,2548,Maximum Price to Fill a Bag,Algorithms,63.49028401,"['Array', 'Greedy', 'Sorting']"
Easy,2549,Count Distinct Numbers on Board,,,
Medium,2550,Count Collisions of Monkeys on a Polygon,Algorithms,28.74661222,"['Math', 'Recursion']"
Hard,2551,Put Marbles in Bags,Algorithms,72.48843571,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
Hard,2552,Count Increasing Quadruplets,Algorithms,34.03314575,"['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Enumeration', 'Prefix Sum']"
Easy,2553,Separate the Digits in an Array,Algorithms,80.15414432,"['Array', 'Simulation']"
Medium,2554,Maximum Number of Integers to Choose From a Range I,Algorithms,67.89045728,"['Array', 'Hash Table', 'Binary Search', 'Greedy', 'Sorting']"
Medium,2555,Maximize Win From Two Segments,Algorithms,35.19702684,"['Array', 'Binary Search', 'Sliding Window']"
Medium,2556,Disconnect Path in a Binary Matrix by at Most One Flip,Algorithms,27.2300161,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
Medium,2557,Maximum Number of Integers to Choose From a Range II,Algorithms,35.11797985,"['Array', 'Binary Search', 'Greedy', 'Sorting']"
Easy,2558,Take Gifts From the Richest Pile,Algorithms,75.64594834,"['Array', 'Heap (Priority Queue)', 'Simulation']"
Medium,2559,Count Vowel Strings in Ranges,Algorithms,67.8962373,"['Array', 'String', 'Prefix Sum']"
Medium,2560,House Robber IV,Algorithms,65.19115205,"['Array', 'Binary Search']"
Hard,2561,Rearranging Fruits,Algorithms,35.09106373,"['Array', 'Hash Table', 'Greedy']"
Easy,2562,Find the Array Concatenation Value,Algorithms,70.8843586,"['Array', 'Two Pointers', 'Simulation']"
Medium,2563,Count the Number of Fair Pairs,Algorithms,52.91616268,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']"
Medium,2564,Substring XOR Queries,Algorithms,34.43949535,"['Array', 'Hash Table', 'String', 'Bit Manipulation']"
Hard,2565,Subsequence With the Minimum Score,Algorithms,32.54425097,"['Two Pointers', 'String', 'Binary Search']"
Easy,2566,Maximum Difference by Remapping a Digit,Algorithms,60.50286242,"['Math', 'Greedy']"
Medium,2567,Minimum Score by Changing Two Elements,Algorithms,48.83433153,"['Array', 'Greedy', 'Sorting']"
Medium,2568,Minimum Impossible OR,Algorithms,57.62596899,"['Array', 'Bit Manipulation', 'Brainteaser']"
Hard,2569,Handling Sum Queries After Update,Algorithms,29.24284274,"['Array', 'Segment Tree']"
Easy,2570,Merge Two 2D Arrays by Summing Values,Algorithms,82.05749958,"['Array', 'Hash Table', 'Two Pointers']"
Medium,2571,Minimum Operations to Reduce an Integer to 0,Algorithms,57.00214064,"['Dynamic Programming', 'Greedy', 'Bit Manipulation']"
Medium,2572,Count the Number of Square-Free Subsets,Algorithms,24.99478232,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
Hard,2573,Find the String with LCP,Algorithms,31.49277042,"['Array', 'String', 'Dynamic Programming', 'Greedy', 'Union Find', 'Matrix']"
Easy,2574,Left and Right Sum Differences,Algorithms,87.41509146,"['Array', 'Prefix Sum']"
Medium,2575,Find the Divisibility Array of a String,Algorithms,34.56643527,"['Array', 'Math', 'String']"
Medium,2576,Find the Maximum Number of Marked Indices,Algorithms,39.91354222,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']"
Hard,2577,Minimum Time to Visit a Cell In a Grid,Algorithms,56.87351097,"['Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']"
Easy,2578,Split With Minimum Sum,Algorithms,72.04767945,"['Math', 'Greedy', 'Sorting']"
Medium,2579,Count Total Number of Colored Cells,Algorithms,66.21643085,['Math']
Medium,2580,Count Ways to Group Overlapping Ranges,Algorithms,37.97280547,"['Array', 'Sorting']"
Hard,2581,Count Number of Possible Root Nodes,Algorithms,46.25444465,"['Array', 'Hash Table', 'Dynamic Programming', 'Tree', 'Depth-First Search']"
Easy,2582,Pass the Pillow,Algorithms,56.54234437,"['Math', 'Simulation']"
Medium,2583,Kth Largest Sum in a Binary Tree,Algorithms,59.26926388,"['Tree', 'Breadth-First Search', 'Sorting', 'Binary Tree']"
Hard,2584,Split the Array to Make Coprime Products,Algorithms,27.98036802,"['Array', 'Hash Table', 'Math', 'Number Theory']"
Hard,2585,Number of Ways to Earn Points,Algorithms,58.4541755,"['Array', 'Dynamic Programming']"
Easy,2586,Count the Number of Vowel Strings in Range,Algorithms,73.44070559,"['Array', 'String', 'Counting']"
Medium,2587,Rearrange Array to Maximize Prefix Score,Algorithms,41.353529,"['Array', 'Greedy', 'Sorting', 'Prefix Sum']"
Medium,2588,Count the Number of Beautiful Subarrays,Algorithms,51.65359943,"['Array', 'Hash Table', 'Bit Manipulation', 'Prefix Sum']"
Hard,2589,Minimum Time to Complete All Tasks,Algorithms,37.41790262,"['Array', 'Binary Search', 'Stack', 'Greedy', 'Sorting']"
Medium,2590,Design a Todo List,Algorithms,58.81278539,"['Array', 'Hash Table', 'String', 'Design', 'Sorting']"
Easy,2591,Distribute Money to Maximum Children,Algorithms,19.40593665,"['Math', 'Greedy']"
Medium,2592,Maximize Greatness of an Array,Algorithms,58.23038519,"['Array', 'Two Pointers', 'Greedy', 'Sorting']"
Medium,2593,Find Score of an Array After Marking All Elements,Algorithms,64.50292891,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)', 'Simulation']"
Medium,2594,Minimum Time to Repair Cars,Algorithms,59.95639993,"['Array', 'Binary Search']"
Easy,2595,Number of Even and Odd Bits,Algorithms,72.54693898,['Bit Manipulation']
Medium,2596,Check Knight Tour Configuration,Algorithms,57.46130867,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Simulation']"
Medium,2597,The Number of Beautiful Subsets,Algorithms,50.74388164,"['Array', 'Hash Table', 'Math', 'Dynamic Programming', 'Backtracking', 'Sorting', 'Combinatorics']"
Medium,2598,Smallest Missing Non-negative Integer After Operations,Algorithms,39.75100788,"['Array', 'Hash Table', 'Math', 'Greedy']"
Medium,2599,Make the Prefix Sum Non-negative,Algorithms,51.65100496,"['Array', 'Greedy', 'Heap (Priority Queue)']"
Easy,2600,K Items With the Maximum Sum,Algorithms,60.28761571,"['Math', 'Greedy']"
Medium,2601,Prime Subtraction Operation,Algorithms,55.57862159,"['Array', 'Math', 'Binary Search', 'Greedy', 'Number Theory']"
Medium,2602,Minimum Operations to Make All Array Elements Equal,Algorithms,36.76167302,"['Array', 'Binary Search', 'Sorting', 'Prefix Sum']"
Hard,2603,Collect Coins in a Tree,Algorithms,35.7170423,"['Array', 'Tree', 'Graph', 'Topological Sort']"
Hard,2604,Minimum Time to Eat All Grains,Algorithms,39.29612195,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']"
Easy,2605,Form Smallest Number From Two Digit Arrays,Algorithms,54.22958706,"['Array', 'Hash Table', 'Enumeration']"
Medium,2606,Find the Substring With Maximum Cost,Algorithms,56.69963581,"['Array', 'Hash Table', 'String', 'Dynamic Programming']"
Medium,2607,Make K-Subarray Sums Equal,Algorithms,36.3736624,"['Array', 'Math', 'Greedy', 'Sorting', 'Number Theory']"
Hard,2608,Shortest Cycle in a Graph,Algorithms,37.21496184,"['Breadth-First Search', 'Graph']"
Easy,2609,Find the Longest Balanced Substring of a Binary String,Algorithms,45.33050412,['String']
Medium,2610,Convert an Array Into a 2D Array With Conditions,Algorithms,86.29657789,"['Array', 'Hash Table']"
Medium,2611,Mice and Cheese,Algorithms,47.09354007,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
Hard,2612,Minimum Reverse Operations,Algorithms,15.13086573,"['Array', 'Breadth-First Search', 'Ordered Set']"
Hard,2613,Beautiful Pairs,Algorithms,42.72409779,"['Array', 'Math', 'Divide and Conquer', 'Geometry', 'Sorting', 'Ordered Set']"
Easy,2614,Prime In Diagonal,Algorithms,36.07726616,"['Array', 'Math', 'Matrix', 'Number Theory']"
Medium,2615,Sum of Distances,Algorithms,31.12683893,"['Array', 'Hash Table', 'Prefix Sum']"
Medium,2616,Minimize the Maximum Difference of Pairs,Algorithms,43.72767037,"['Array', 'Binary Search', 'Greedy']"
Hard,2617,Minimum Number of Visited Cells in a Grid,Algorithms,22.70788913,"['Array', 'Dynamic Programming', 'Stack', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix', 'Monotonic Stack']"
Medium,2618,Check if Object Instance of Class,JavaScript,28.11137488,[]
Easy,2619,Array Prototype Last,JavaScript,74.55320918,[]
Easy,2620,Counter,JavaScript,82.23191621,[]
Easy,2621,Sleep,JavaScript,87.77864607,[]
Medium,2622,Cache With Time Limit,JavaScript,75.72132057,[]
Medium,2623,Memoize,JavaScript,63.36806449,[]
Medium,2624,Snail Traversal,JavaScript,67.09989208,[]
Medium,2625,Flatten Deeply Nested Array,JavaScript,64.32216372,[]
Easy,2626,Array Reduce Transformation,JavaScript,85.4540816,[]
Medium,2627,Debounce,JavaScript,91.82120297,[]
Medium,2628,JSON Deep Equal,JavaScript,39.13116217,[]
Easy,2629,Function Composition,JavaScript,87.03077318,[]
Hard,2630,Memoize II,JavaScript,32.6072341,[]
Medium,2631,Group By,JavaScript,81.04604496,[]
Medium,2632,Curry,JavaScript,89.4130554,[]
Medium,2633,Convert Object to JSON String,JavaScript,77.88828013,[]
Easy,2634,Filter Elements from Array,JavaScript,85.48854049,[]
Easy,2635,Apply Transform Over Each Element in Array,JavaScript,86.15831309,[]
Medium,2636,Promise Pool,JavaScript,79.8242611,[]
Medium,2637,Promise Time Limit,JavaScript,82.79979145,[]
Medium,2638,Count the Number of K-Free Subsets,Algorithms,46.67171669,"['Array', 'Math', 'Dynamic Programming', 'Sorting', 'Combinatorics']"
Easy,2639,Find the Width of Columns of a Grid,Algorithms,69.21214341,"['Array', 'Matrix']"
Medium,2640,Find the Score of All Prefixes of an Array,Algorithms,71.91559352,"['Array', 'Prefix Sum']"
Medium,2641,Cousins in Binary Tree II,Algorithms,75.39451971,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
Hard,2642,Design Graph With Shortest Path Calculator,Algorithms,64.03910407,"['Graph', 'Design', 'Heap (Priority Queue)', 'Shortest Path']"
Easy,2643,Row With Maximum Ones,Algorithms,74.72438828,"['Array', 'Matrix']"
Easy,2644,Find the Maximum Divisibility Score,Algorithms,50.33008963,['Array']
Medium,2645,Minimum Additions to Make Valid String,Algorithms,50.14671837,"['String', 'Dynamic Programming', 'Stack', 'Greedy']"
Hard,2646,Minimize the Total Price of the Trips,Algorithms,45.81111506,"['Array', 'Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']"
Hard,2647,Color the Triangle Red,Algorithms,59.08419498,"['Array', 'Math']"
Easy,2648,Generate Fibonacci Sequence,JavaScript,83.68578072,[]
Medium,2649,Nested Array Generator,JavaScript,79.78783959,[]
Hard,2650,Design Cancellable Function,JavaScript,52.00796548,[]
Easy,2651,Calculate Delayed Arrival Time,Algorithms,76.53122976,['Math']
Easy,2652,Sum Multiples,Algorithms,85.12608457,['Math']
Medium,2653,Sliding Subarray Beauty,Algorithms,33.79651588,"['Array', 'Hash Table', 'Sliding Window']"
Medium,2654,Minimum Number of Operations to Make All Array Elements Equal to 1,,,
Medium,2655,Find Maximal Uncovered Ranges,Algorithms,48.74017881,"['Array', 'Sorting']"
Easy,2656,Maximum Sum With Exactly K Elements ,Algorithms,79.66014963,"['Array', 'Greedy']"
Medium,2657,Find the Prefix Common Array of Two Arrays,Algorithms,87.06147926,"['Array', 'Hash Table', 'Bit Manipulation']"
Medium,2658,Maximum Number of Fish in a Grid,Algorithms,70.30741582,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']"
Hard,2659,Make Array Empty,Algorithms,25.40415704,"['Array', 'Binary Search', 'Greedy', 'Binary Indexed Tree', 'Segment Tree', 'Sorting', 'Ordered Set']"
Easy,2660,Determine the Winner of a Bowling Game,Algorithms,35.54953354,"['Array', 'Simulation']"
Medium,2661,First Completely Painted Row or Column,Algorithms,63.95987421,"['Array', 'Hash Table', 'Matrix']"
Medium,2662,Minimum Cost of a Path With Special Roads,Algorithms,40.09453704,"['Array', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Hard,2663,Lexicographically Smallest Beautiful String,Algorithms,36.74716981,"['String', 'Greedy']"
Medium,2664,The Knight’s Tour,Algorithms,72.79177013,"['Array', 'Backtracking', 'Matrix']"
Easy,2665,Counter II,JavaScript,81.11397163,[]
Easy,2666,Allow One Function Call,JavaScript,86.72507142,[]
Easy,2667,Create Hello World Function,JavaScript,82.14081659,[]
Easy,2668,Find Latest Salaries,Database,74.75110619,['Database']
Easy,2669,Count Artist Occurrences On Spotify Ranking List,Database,74.32185309,['Database']
Easy,2670,Find the Distinct Difference Array,Algorithms,75.95250783,"['Array', 'Hash Table']"
Medium,2671,Frequency Tracker,Algorithms,29.77759569,"['Hash Table', 'Design']"
Medium,2672,Number of Adjacent Elements With the Same Color,Algorithms,55.23415588,['Array']
Medium,2673,Make Costs of Paths Equal in a Binary Tree,Algorithms,56.52125897,"['Array', 'Dynamic Programming', 'Greedy', 'Tree', 'Binary Tree']"
Medium,2674,Split a Circular Linked List,Algorithms,76.75276753,"['Linked List', 'Two Pointers']"
Hard,2675,Array of Objects to Matrix,JavaScript,68.65029981,[]
Medium,2676,Throttle,JavaScript,83.08320893,[]
Easy,2677,Chunk Array,JavaScript,84.5591884,[]
Easy,2678,Number of Senior Citizens,Algorithms,81.31857203,"['Array', 'String']"
Medium,2679,Sum in a Matrix,Algorithms,58.96907216,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Matrix', 'Simulation']"
Medium,2680,Maximum OR,Algorithms,41.10409214,"['Array', 'Greedy', 'Bit Manipulation', 'Prefix Sum']"
Hard,2681,Power of Heroes,Algorithms,29.57219541,"['Array', 'Math', 'Dynamic Programming', 'Sorting', 'Prefix Sum']"
Easy,2682,Find the Losers of the Circular Game,Algorithms,48.79760148,"['Array', 'Hash Table', 'Simulation']"
Medium,2683,Neighboring Bitwise XOR,Algorithms,79.76509626,"['Array', 'Bit Manipulation']"
Medium,2684,Maximum Number of Moves in a Grid,Algorithms,58.85527032,"['Array', 'Dynamic Programming', 'Matrix']"
Medium,2685,Count the Number of Complete Components,Algorithms,77.67408552,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Medium,2686,Immediate Food Delivery III,Database,69.23422748,['Database']
Easy,2687,Bikes Last Time Used ,Database,81.29530413,['Database']
Medium,2688,Find Active Users,Database,44.21464505,['Database']
Easy,2689,Extract Kth Character From The Rope Tree,Algorithms,74.08588037,"['Tree', 'Depth-First Search', 'Binary Tree']"
Easy,2690,Infinite Method Object,JavaScript,93.09791332,[]
Hard,2691,Immutability Helper,JavaScript,40.75,[]
Medium,2692,Make Object Immutable,JavaScript,63.56916579,[]
Medium,2693,Call Function with Custom Context,JavaScript,78.68988391,[]
Medium,2694,Event Emitter,JavaScript,74.50956842,[]
Easy,2695,Array Wrapper,JavaScript,89.19764926,[]
Easy,2696,Minimum String Length After Removing Substrings,Algorithms,77.06746509,"['String', 'Stack', 'Simulation']"
Easy,2697,Lexicographically Smallest Palindrome,Algorithms,79.08615514,"['Two Pointers', 'String', 'Greedy']"
Medium,2698,Find the Punishment Number of an Integer,Algorithms,81.8163177,"['Math', 'Backtracking']"
Hard,2699,Modify Graph Edge Weights,Algorithms,56.1029149,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Medium,2700,Differences Between Two Objects,JavaScript,75.20888627,[]
Hard,2701,Consecutive Transactions with Increasing Amounts,Database,34.27333596,['Database']
Hard,2702,Minimum Operations to Make Numbers Non-positive,Algorithms,42.06314308,"['Array', 'Binary Search']"
Easy,2703,Return Length of Arguments Passed,JavaScript,94.49390724,[]
Easy,2704,To Be Or Not To Be,JavaScript,62.92927576,[]
Medium,2705,Compact Object,JavaScript,66.79628156,[]
Easy,2706,Buy Two Chocolates,Algorithms,68.26243865,"['Array', 'Greedy', 'Sorting']"
Medium,2707,Extra Characters in a String,Algorithms,57.02756353,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie']"
Medium,2708,Maximum Strength of a Group,Algorithms,24.65070452,"['Array', 'Dynamic Programming', 'Backtracking', 'Greedy', 'Bit Manipulation', 'Sorting', 'Enumeration']"
Hard,2709,Greatest Common Divisor Traversal,Algorithms,41.76969794,"['Array', 'Math', 'Union Find', 'Number Theory']"
Easy,2710,Remove Trailing Zeros From a String,Algorithms,78.54116458,['String']
Medium,2711,Difference of Number of Distinct Values on Diagonals,Algorithms,67.6877125,"['Array', 'Hash Table', 'Matrix']"
Medium,2712,Minimum Cost to Make All Characters Equal,Algorithms,53.22729605,"['String', 'Dynamic Programming', 'Greedy']"
Hard,2713,Maximum Strictly Increasing Cells in a Matrix,Algorithms,30.57133648,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Memoization', 'Sorting', 'Matrix', 'Ordered Set']"
Hard,2714,Find Shortest Path with K Hops,Algorithms,62.830033,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Easy,2715,Timeout Cancellation,JavaScript,89.64580095,[]
Easy,2716,Minimize String Length,Algorithms,77.03081232,"['Hash Table', 'String']"
Easy,2717,Semi-Ordered Permutation,Algorithms,63.1924815,"['Array', 'Simulation']"
Medium,2718,Sum of Matrix After Queries,Algorithms,31.13631413,"['Array', 'Hash Table']"
Hard,2719,Count of Integers,Algorithms,36.93709913,"['Math', 'String', 'Dynamic Programming']"
Hard,2720,Popularity Percentage,Database,54.6961326,['Database']
Medium,2721,Execute Asynchronous Functions in Parallel,JavaScript,77.51826675,[]
Medium,2722,Join Two Arrays by ID,JavaScript,56.04908118,[]
Easy,2723,Add Two Promises,JavaScript,91.83420418,[]
Easy,2724,Sort By,JavaScript,83.15442437,[]
Easy,2725,Interval Cancellation,JavaScript,83.873922,[]
Easy,2726,Calculator with Method Chaining,JavaScript,77.40351252,[]
Easy,2727,Is Object Empty,JavaScript,81.39965503,[]
Easy,2728,Count Houses in a Circular Street,Algorithms,85.17027864,"['Array', 'Interactive']"
Easy,2729,Check if The Number is Fascinating,Algorithms,52.23699292,"['Hash Table', 'Math']"
Medium,2730,Find the Longest Semi-Repetitive Substring,Algorithms,36.9445093,"['String', 'Sliding Window']"
Medium,2731,Movement of Robots,Algorithms,27.05485896,"['Array', 'Brainteaser', 'Sorting', 'Prefix Sum']"
Hard,2732,Find a Good Subset of the Matrix,Algorithms,45.917693,"['Array', 'Hash Table', 'Bit Manipulation', 'Matrix']"
Easy,2733,Neither Minimum nor Maximum,Algorithms,75.89526198,"['Array', 'Sorting']"
Medium,2734,Lexicographically Smallest String After Substring Operation,Algorithms,32.14506491,"['String', 'Greedy']"
Medium,2735,Collecting Chocolates,Algorithms,33.54119611,"['Array', 'Enumeration']"
Hard,2736,Maximum Sum Queries,Algorithms,27.93838958,"['Array', 'Binary Search', 'Stack', 'Binary Indexed Tree', 'Segment Tree', 'Sorting', 'Monotonic Stack']"
Medium,2737,Find the Closest Marked Node,Algorithms,64.84149856,"['Array', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Medium,2738,Count Occurrences in Text,Database,55.31914894,['Database']
Easy,2739,Total Distance Traveled,Algorithms,40.08547594,"['Math', 'Simulation']"
Medium,2740,Find the Value of the Partition,Algorithms,64.24906677,"['Array', 'Sorting']"
Medium,2741,Special Permutations,Algorithms,28.4232512,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
Hard,2742,Painting the Walls,Algorithms,48.37634961,"['Array', 'Dynamic Programming']"
